name,id,portal_name,street,street2,zipcode,city,state,county,country,lat,lon,type,description,url,phone,email,archived,status,activityName,activityCnt,role,contactNames,contactEmails,courses,sectionCnt,unitNames,unitCnt,externalId,programs
Riley Hospital for Children,f60d10f4-f44d-4cb6-4ab2-7b96a9f2ae37,Indianapolis,705 Riley Hospital Drive,,46202,Indianapolis,IN,,US,39.77765,-86.180357,nonprofit,,,,,False,approved,"['H303 Nursing Clinical', 'IU School of Nursing Harm Prevention Partners Program', 'Jaguar 5k', 'L430 Nursing Clinical']",2,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify areas of need"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on the process or relationship of the partners"",""Provide access to target populations""},{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}","[' ', ' ', ' '], [' ']","['', '', ''], ['']","['NURS-H303-All Spring Sections', 'NURS-L430-All Sections']",2,"['Division of Student Affairs'], ['School of Nursing', 'School of Nursing', 'School of Nursing']",1,X00658,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education', 'IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Rolls-Royce,0b4ea06b-f9ab-4bbe-5141-d1aa6308884d,Indianapolis,450 S. Meridian St.,,46225,Indianapolis,IN,,US,39.760602,-86.159129,for-profit,"Rolls-Royce has become a leading industry supplier in the U.S. with a significant and growing presence. Today, more Rolls-Royce products are built in Indianapolis than anywhere else in the world.  Approximately 4,000 employees work in Indianapolis in manufacturing, assembly, test, engineering and a variety of staff support roles.",https://www.rolls-royce.com/country-sites/northamerica/rolls-royce-in-the-us/rolls-royce-indianapolis.aspx,(317) 230-2000,,False,approved,['Kelley Challenge'],1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Evaluate or provide feedback on students' work"",""Supervise students""}",[' '],[''],,1,['Kelley School of Business'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Ryves Youth Center,bd43eea4-f473-4997-4f6f-fde4e652e356,Indianapolis,356 Locust Street,,47807,Terre Haute,18,Vigo County,US,39.477501,-87.41387,nonprofit,<p>Community center</p>,https://ccthin.org/ryves-youth-center,,,False,approved,['SEAL Indiana'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[' '],[''],,1,"['IUSD: Department of Cariology, Operative Dentistry, and Dental Public Health', 'Center for Service and Learning', 'School of Dentistry']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Saint Richard's Episcopal School,f924183b-34e5-4981-72d2-8c5e1d0f428b,Indianapolis,33 E 33rd Street,,46205,Indianapolis,IN,Marion County,US,39.815531,-86.155722,education: k-12,,,,,False,approved,['We the People: The Citizen and the Constitution'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[' '],[''],,1,"[""Paul O'Neill School of Public and Environmental Affairs""]",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Santiago Partnership,c1a8b21d-b14f-499e-521c-c3915ba5dc9f,Indianapolis,"48364 Genesis Drive Ste A, Coshocton, OH 43812",,43812,Coshocton,OH,Coshocton,US,40.30004,-81.85398,nonprofit,,,,,False,approved,['Ecuador Global Service Learning Trip'],1,"{""Negotiate costs and logistics"",""Co-educate students"",""Discuss how to work together"",""Provide volunteer site or space""}",[' '],[''],,1,['School of Dentistry'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 5: Global Perspectives']"
SarahCare,d6432a2b-e7aa-4023-485a-1c82931a3e4e,Indianapolis,2805 E 96th St,,46240,Nora,IN,Marion,US,39.926393,-86.11699,for-profit,,https://sarahcare.com/,,,False,approved,['Nursing Clinical Experiences: Community-Based'],1,"{""Co-educate students"",""Provide access to target populations""}",[' '],[''],,1,['School of Nursing'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
School City of Hammond: Washington Irving Elementary Sch,9286a8b0-527b-4f53-7974-548a5602c262,Indianapolis,4727 Pine Ave,,46327,Hammond,IN,Lake,US,41.62778,-87.505685,education: k-12,,http://www.hammond.k12.in.us/IrvingES,(219) 933-2467,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Education', 'Division of Student Affairs', 'School of Liberal Arts']",1,4710-4455,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
School Town of Speedway: Speedway Senior High School,b1a25bfa-93bf-4cb5-7729-5f3807b565df,Indianapolis,5357 W 25th St,,46224,Speedway,IN,Marion,US,39.80078,-86.252932,education: k-12,,http://www.speedwayschools.org/,(317) 244-7238,,False,approved,"['Special Programs for Academic Nurturing (SPAN)', 'iDEW: Computing by Design Summer Workshop']",1,"{""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials""}","[' ', ' ']","['', '']",,1,"['University College', 'Special Programs for Academic Nurturing', 'Luddy School of Informatics, Computing, and Engineering']",1,5400-5891,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Senior Education Ministries,5a065783-e192-4b40-6bd2-b65e3d7155b2,Indianapolis,4310 South 11th Street,,47802.0,Terre Haute,18,Vigo County,US,39.4155,-87.40006,nonprofit,,senioreducationministries.org,,,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Set goals"",""Provide access to data"",""Provide access to target populations"",""Supervise students""}",[' '],[''],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Shelbyville Central Schools: Shelbyville Sr High School,4c19e120-dd58-4c8d-5038-f8568c2c5f3c,Indianapolis,2003 S Miller St,,46176,Shelbyville,IN,Shelby,US,39.50616,-85.788455,education: k-12,,https://shs.shelbycs.org/,(317) 398-9731,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Provide access to target populations""}",[' '],[''],,1,"['University College', 'Special Programs for Academic Nurturing']",1,7365-7717,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
South Madison Com Sch Corp: Pendleton Heights High School,40eb26cc-4a23-4b3c-71b2-a8c6c625820d,Indianapolis,One Arabian Dr,,46064,Pendleton,IN,Madison,US,40.03366,-85.73376,education: k-12,,http://www.smadison.k12.in.us,(765) 778-2161,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[' '],[''],,1,"['University College', 'Special Programs for Academic Nurturing']",1,5255-5053,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
South Putnam Community Schools: South Putnam High School,0e2731cb-c7ff-4a27-71bc-2643e4675c4b,Indianapolis,1780 E US Hwy 40,,46135,Greencastle,IN,Putnam,US,39.58311,-86.815975,education: k-12,,http://www.sputnam.k12.in.us/,(765) 653-3148,,False,approved,['Education Counseling Practicum: South Putnam Middle/High School'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Provide access to target populations"",""Supervise students""}",[' '],[''],['EDUC-G524-Spring 2025 - Fall 2025'],1,['School of Education'],1,6705-7071,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
South Putnam Community Schools: South Putnam Middle School,4b404f70-15e8-404b-4d5f-4ec287e37baf,Indianapolis,1780 E US Hwy 40,,46135,Greencastle,IN,Putnam,US,39.58311,-86.815975,education: k-12,,http://www.sputnam.k12.in.us/,(765) 653-3148,,False,approved,['Education Counseling Practicum: South Putnam Middle/High School'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Provide access to target populations"",""Supervise students""}",[' '],[''],['EDUC-G524-Spring 2025 - Fall 2025'],1,['School of Education'],1,6705-7056,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
South Vermillion Com Sch Corp: Ernie Pyle Elementary School,05ea15ff-9325-4d1f-663f-12b5d2c0657e,Indianapolis,72 E 1100 S,,47842,Clinton,IN,Vermillion,US,39.725042,-87.462677,education: k-12,,https://erniepyle.svcs.k12.in.us/,(765) 832-7718,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Liberal Arts', 'School of Education', 'Division of Student Affairs']",1,8020-8431,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Southern Hancock Co Com Sch Corp: New Palestine High School,22b2bb8e-2c74-4bca-5a0f-168a3345ee07,Indianapolis,PO Box 448,,46163,New Palestine,IN,Hancock,US,39.728737,-85.926338,education: k-12,,http://nphs.newpal.k12.in.us,(317) 861-4417,,False,approved,"['Special Programs for Academic Nurturing (SPAN)', 'We the People: The Citizen and the Constitution']",1,"{""Promote event to target populations"",""Provide access to target populations""},{""Provide access to target populations""}","[' ', ' ']","['', '']",,1,"['University College', ""Paul O'Neill School of Public and Environmental Affairs"", 'Special Programs for Academic Nurturing']",1,3115-2565,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Special Olympics,c8fb804b-cf5d-4262-6890-1b973f98f079,Indianapolis,6200 Technology Center Dr.,,46278.0,Indianapolis,IN,,US,39.927606,-86.263793,nonprofit,"We are a not-For-profit organization that provides year-round sports training and athletic competition in more than 20 Olympic-type sports for children and adults with intellectual disabilities, reaching nearly 11,000 athletes across Indiana. Special Olympics Indiana is part of the international network of accredited Special Olympics Programs that reaches more than 4 million athletes with intellectual disabilities worldwide.",http://soindiana.org/,,,False,approved,"['Health Sciences Internships', 'Special Olympics of Indiana - Summer Games']",1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Provide access to data"",""Provide access to target populations"",""Supervise students""}, {""Provide information materials""}","[' '], ['Itzel Graber']","[''], ['igraber@soindiana.org']",['HLSC-H495-Fall 2024-Spring 2025'],2,"['American Association of Public Health Dentistry Student Chapter', 'School of Dentistry'], ['School of Health and Human Sciences']",2,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development', 'IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
"St. Francis Hospital & Health Centers, Mooresville",ea7281ed-4618-4502-6ec6-bf7390bab935,Indianapolis,1201 Hadley Rd.,,46158,Mooresville,IN,,US,39.608109,-86.356,nonprofit,Continuing Christ's Ministry in Our Franciscan Tradition.,http://www.franciscanalliance.org/hospitals/mooresville/pages/default.aspx,,,False,approved,['L430 Nursing Clinical'],1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[' '],[''],['NURS-L430-All Sections'],1,['School of Nursing'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
